date,hpi,hmi,bci,hs,hc,pa,sh,ce,cs,hms,ppil,ppic,cpi,awh,ahe,plr,ms,mr
2013-01-01,189.38,47,"5,226.00",604,36.9,40.7,"306,900",595.6,"309,893",4,210.7,106,231.68,39,25.96,3.3,2476.7,3.41
2013-02-01,190.61,46,"5,246.00",651,39.6,42.3,"312,500",597.9,"314,633",4.1,213.1,106,232.94,39.1,26.03,3.3,2468.9,3.53
2013-03-01,192.51,44,"5,249.00",624,45.8,51.7,"300,200",601.9,"318,708",4.2,216,106,232.28,39,25.98,3.3,2476.3,3.57
2013-04-01,193.48,41,"5,257.00",587,40.5,60.2,"337,000",607.6,"322,768",4.4,218,107,231.8,38.9,26.03,3.3,2504.9,3.45
2013-05-01,195.02,44,"5,272.00",608,46.3,62.8,"314,000",610.4,"327,919",4.6,215.6,107,231.89,39.1,26.04,3.3,2523.5,3.54
2013-06-01,196.24,51,"5,286.00",614,47,57.4,"306,100",610.8,"330,608",4.1,213.2,107,232.45,38.9,26.09,3.3,2521,4.07
2013-07-01,197.31,56,"5,281.00",593,47.2,58.7,"329,900",610.6,"334,273",5.5,212.4,107,232.9,38.7,26.17,3.3,2542.3,4.37
2013-08-01,197.91,58,"5,277.00",631,50.7,58,"310,800",613.8,"341,543",5.5,214.1,108,233.46,38.9,26.19,3.3,2551.3,4.46
2013-09-01,198.93,57,"5,285.00",577,50.9,50.5,"321,400",615.1,"345,327",5.4,214.5,108,233.54,38.9,26.17,3.3,2585.5,4.49
2013-10-01,199.45,54,"5,308.00",595,56.9,54.4,"335,700",621.2,"351,749",4.9,215.9,109,233.67,38.7,26.18,3.3,2631.2,4.19
2013-11-01,199.59,54,"5,317.00",699,52.9,43.8,"335,600",625.8,"358,973",5,217.1,109,234.1,39,26.25,3.3,2638.8,4.26
2013-12-01,200.71,57,"5,326.00",647,54.5,40.2,"321,200",628.6,"366,094",5.2,217.6,109,234.72,38.7,26.38,3.3,2674.2,4.46
2014-01-01,201.51,56,"5,324.00",567,40.3,42.7,"337,300",632.4,"373,352",5.1,220.2,110,235.29,38.6,26.41,3.3,2697.8,4.43
2014-02-01,202.36,46,"5,321.00",594,43.1,42.4,"325,900",641.6,"368,792",5.3,222.1,110,235.55,38.3,26.76,3.3,2724,4.3
2014-03-01,202.95,46,"5,336.00",652,47.8,52.8,"331,500",642.4,"374,228",5.6,223.5,110,236.03,39.2,26.48,3.3,2749.9,4.34
2014-04-01,203.65,46,"5,357.00",646,46.4,59.8,"325,100",650.5,"380,061",5.7,223,110,236.47,38.9,26.56,3.3,2770.5,4.34
2014-05-01,204.07,45,"5,370.00",652,52.7,60,"323,500",650,"381,415",5.2,224.2,110,236.92,38.9,26.61,3.3,2787,4.19
2014-06-01,205.1,49,"5,375.00",603,51,62.3,"338,100",657.1,"377,648",5.7,224.3,110,237.23,39,26.67,3.3,2821.8,4.16
2014-07-01,205.91,53,"5,383.00",656,51.5,61,"345,200",665.1,"377,696",6.2,224.7,111,237.5,39.2,26.66,3.3,2841.4,4.13
2014-08-01,206.69,55,"5,390.00",644,54.1,56.3,"356,200",669.8,"377,992",5.4,226,111,237.46,39.1,26.73,3.3,2801.4,4.12
2014-09-01,206.93,59,"5,409.00",664,56.9,56,"319,100",677.3,"387,364",5.4,226.7,111,237.48,39.1,26.81,3.3,2866.2,4.16
2014-10-01,208.1,54,"5,442.00",699,57.6,56.9,"377,500",674.1,"391,415",5.3,225.6,111,237.43,39,26.86,3.3,2876.9,4.04
2014-11-01,209.12,58,"5,468.00",658,53.6,42.8,"348,900",676.7,"396,871",5.7,225.2,111,236.98,39.1,26.92,3.3,2892.6,4
2014-12-01,210.44,58,"5,480.00",720,64.5,47.3,"373,200",672.6,"406,913",5.1,224.4,112,236.25,39.1,26.87,3.3,2947.3,3.86
2015-01-01,210.64,57,"5,497.00",703,45.3,44.2,"348,300",680.1,"412,410",4.8,225.1,112,234.75,39,27.07,3.3,2939.7,3.67
2015-02-01,212.26,55,"5,488.00",584,41.8,44.2,"346,300",680.4,"417,214",4.5,224.6,112,235.34,39.5,27.12,3.3,3004.9,3.71
2015-03-01,212.97,52,"5,487.00",627,44.7,58.4,"349,300",682.1,"417,610",5.1,223.9,112,235.98,39.2,27.24,3.3,2997.7,3.77
2015-04-01,213.71,56,"5,501.00",742,53.3,65.2,"340,400",684.7,"423,031",4.9,224,112,236.22,39,27.28,3.3,2996.9,3.67
2015-05-01,214.95,54,"5,490.00",708,54.2,63.2,"336,200",690,"430,946",5,222.5,112,237,38.9,27.32,3.3,2979.8,3.84
2015-06-01,215.8,60,"5,507.00",700,55.7,71,"326,900",688.5,"439,934",5.4,222,112,237.66,39.2,27.34,3.3,3018,3.98
2015-07-01,216.77,60,"5,510.00",759,52.1,65.9,"341,200",697.7,"446,395",5.2,222,113,238.03,39.1,27.36,3.3,3039.6,4.05
2015-08-01,217.3,61,"5,514.00",734,58.6,62,"343,300",698.2,"446,045",5,220.6,113,238.03,39.3,27.44,3.3,3027,3.91
2015-09-01,218.35,61,"5,541.00",746,58,60.3,"357,200",699.8,"454,657",5.9,219,113,237.5,38.8,27.35,3.3,3047,3.89
2015-10-01,219.62,65,"5,543.00",705,60,60.3,"368,900",702.6,"454,849",5.6,219.8,114,237.73,39.4,27.52,3.3,3022.3,3.8
2015-11-01,220.69,62,"5,563.00",774,55.2,50,"373,200",708.9,"453,590",5.5,220,114,238.02,39.1,27.67,3.3,3084.8,3.94
2015-12-01,221.69,60,"5,574.00",765,69,51.3,"352,500",712.9,"459,296",5.1,219.5,114,237.76,39.6,27.62,3.4,3100,3.96
2016-01-01,222.56,61,"5,561.00",752,46.7,46.2,"361,200",714.2,"462,729",5.6,219.8,113,237.65,39.3,27.66,3.5,3095,3.87
2016-02-01,222.81,58,"5,588.00",859,51.4,53.6,"341,700",717,"468,615",5.5,219.7,113,237.34,39,27.75,3.5,3128,3.66
2016-03-01,224.55,58,"5,605.00",753,55.4,68.1,"359,000",720.5,"475,857",5.5,221,113,238.08,38.9,27.87,3.5,3153.7,3.69
2016-04-01,225.67,58,"5,632.00",777,55.6,68.4,"369,300",726.2,"474,859",5,222.4,114,238.99,39.1,27.97,3.5,3198.5,3.61
2016-05-01,226.55,58,"5,637.00",753,60.2,70.6,"349,700",726.8,"475,471",5.1,222.9,114,239.56,39,28.08,3.5,3237.8,3.6
2016-06-01,227.86,60,"5,636.00",769,65.9,75,"357,800",727.4,"481,016",5.3,223.4,114,240.22,39.1,28.12,3.5,3244.9,3.57
2016-07-01,229.02,58,"5,659.00",769,61.2,61.2,"353,000",728.1,"483,448",4.5,224,114,240.1,39.1,28.2,3.5,3245.3,3.44
2016-08-01,230.1,59,"5,669.00",734,66,71.3,"355,100",734.3,"487,803",5,224.6,114,240.55,39,28.2,3.5,3317.5,3.44
2016-09-01,231.4,65,"5,657.00",777,63.7,63.4,"366,100",744.9,"489,278",5.2,223.9,114,241.18,39.2,28.21,3.5,3327.3,3.46
2016-10-01,232.62,63,"5,681.00",859,70,61.6,"352,200",743.8,"503,588",5.2,223.9,115,241.74,39.2,28.42,3.5,3333.5,3.47
2016-11-01,233.64,63,"5,690.00",817,67.3,55.9,"363,400",744,"511,331",5.2,223.2,115,242.03,39.2,28.35,3.5,3353.9,3.77
2016-12-01,235.18,69,"5,722.00",801,75,55.5,"382,500",741.9,"518,926",5.4,223.3,115,242.64,39.1,28.43,3.6,3345.6,4.2
2017-01-01,235.23,67,"5,734.00",785,55,53.7,"357,700",744.3,"517,415",5.4,223.4,115,243.62,38.9,28.55,3.8,3389.3,4.15
2017-02-01,236.64,65,"5,742.00",864,52.7,57.8,"370,500",747.6,"538,210",5.3,226.2,115,244.01,39,28.5,3.8,3400.4,4.17
2017-03-01,238.05,71,"5,789.00",836,62.4,77.1,"384,400",746.5,"533,989",5,227.7,115,243.89,38.9,28.64,3.9,3452.9,4.2
2017-04-01,239.92,68,"5,802.00",825,60.1,69.3,"365,800",745.1,"539,763",5.4,229.6,116,244.19,39.1,28.59,4,3452.7,4.05
2017-05-01,241,69,"5,816.00",832,66.9,78.4,"378,400",747.2,"543,896",5.1,230.1,116,244,39.2,28.73,4,3517.6,4.01
2017-06-01,241.95,66,"5,826.00",867,71.3,81.8,"370,600",747.5,"543,889",5.3,229.9,116,244.16,39.1,28.9,4.1,3526.3,3.9
2017-07-01,243.25,64,"5,844.00",841,69.4,69.2,"372,400",753.2,"548,874",5.8,230.1,117,244.24,39,28.95,4.3,3548.6,3.97
2017-08-01,244.88,67,"5,862.00",867,65.6,76.6,"369,200",752.7,"548,690",6.1,231.6,117,245.18,39,28.97,4.3,3585.1,3.88
2017-09-01,245.91,64,"5,873.00",839,68.2,66.6,"379,300",752.2,"551,001",5.3,231.7,117,246.44,39,29.13,4.3,3569.3,3.81
2017-10-01,246.99,68,"5,867.00",878,73.3,71,"394,000",759.7,"544,317",5.5,234.4,118,246.63,39.2,29.11,4.3,3604.4,3.9
2017-11-01,248.58,69,"5,902.00",924,68.1,62,"388,500",763.3,"568,426",4.8,234.8,118,247.28,39.5,29.21,4.3,3626.2,3.92
2017-12-01,249.66,74,"5,914.00",824,82.4,56.5,"402,900",772.5,"571,214",5.6,235.6,118,247.81,39.1,29.29,4.4,3618.8,3.95
2018-01-01,251.43,72,"5,921.00",872,59.8,61.8,"377,800",776.7,"577,316",5.7,237.3,119,248.86,38.8,29.38,4.5,3650.7,4.03
2018-02-01,253.41,71,"5,932.00",892,61.3,62.2,"373,600",785.2,"583,280",5.7,242.4,119,249.53,39.3,29.53,4.5,3614,4.33
2018-03-01,254.22,70,"5,942.00",881,67.1,75.9,"369,200",787.9,"578,684",5.3,244.7,119,249.58,39.3,29.51,4.6,3667,4.44
2018-04-01,254.94,68,"5,954.00",918,61,79.2,"385,100",792.9,"581,271",5.5,244.8,120,250.23,39.4,29.65,4.8,3660,4.47
2018-05-01,256.24,70,"5,995.00",969,74.1,84.5,"372,600",798.1,"585,431",5.4,249.7,121,250.79,39.5,29.7,4.8,3654.4,4.59
2018-06-01,257.32,68,"6,005.00",867,75.6,81.8,"370,100",802.2,"576,776",5.9,253,121,251.02,39.3,29.75,4.9,3654.5,4.57
2018-07-01,258.37,68,"6,043.00",864,67.6,77.9,"392,300",803,"567,115",6.2,250.8,121,251.21,39.5,29.93,5,3679.8,4.53
2018-08-01,259.7,67,"6,060.00",899,83.6,78.6,"380,900",802.1,"556,811",6.5,246.2,121,251.66,39.1,30.01,5,3690.4,4.55
2018-09-01,260.1,67,"6,081.00",873,72.7,65.1,"386,400",803.8,"556,403",6.6,244.3,121,252.18,39.1,30.2,5,3700.1,4.63
2018-10-01,261.06,68,"6,093.00",872,75.5,74,"394,900",803.4,"541,318",7,239.8,124,252.77,38.9,30.24,5.3,3724.9,4.83
2018-11-01,262.69,60,"6,093.00",776,66.9,61,"367,100",808.8,"543,360",6.7,236.6,124,252.59,38.9,30.28,5.3,3700.9,4.87
2018-12-01,263.38,56,"6,105.00",774,74.9,53.4,"381,800",812.7,"523,119",7.5,236.8,124,252.77,39.3,30.47,5.3,3773,4.64
2019-01-01,264.9,58,"6,107.00",925,64.2,58.3,"361,100",816.2,"522,830",6.9,236.9,125,252.72,39.8,30.32,5.5,3745,4.46
2019-02-01,265.49,62,"6,108.00",777,57.6,57.8,"383,600",813.7,"522,444",6.4,238.7,125,253.32,38.8,30.42,5.5,3752.1,4.37
2019-03-01,266.31,62,"6,110.00",838,75.2,69.6,"372,700",816.9,"523,776",5.8,238.3,125,254.2,39.3,30.53,5.5,3736.9,4.27
2019-04-01,267.72,63,"6,110.00",883,72.4,76.5,"385,400",811,"530,488",5.7,238.9,127,255.21,39.1,30.64,5.5,3783.9,4.14
2019-05-01,269.09,66,"6,112.00",859,74.6,81.6,"379,100",812.2,"538,194",6.5,238.1,127,255.29,39.1,30.7,5.5,3788.2,4.07
2019-06-01,269.97,64,"6,118.00",863,76.9,76.2,"361,900",815.6,"549,077",5.3,235.9,127,255.16,39.4,30.72,5.5,3828.4,3.8
2019-07-01,271.06,65,"6,131.00",890,75.9,79.4,"373,500",817.5,"560,959",5.8,236.6,128,255.69,39.1,30.71,5.5,3860.3,3.77
2019-08-01,272.09,67,"6,147.00",901,83.3,80.4,"392,700",824.7,"566,061",5.6,235.5,128,256.06,39.3,30.86,5.3,3855.3,3.62
2019-09-01,273.71,68,"6,147.00",919,72.9,71.9,"372,100",825.8,"569,395",5.4,235.9,128,256.51,39.9,30.9,5.2,3899.5,3.61
2019-10-01,275.12,71,"6,169.00",896,84,81.2,"380,300",828.6,"572,486",5.4,235.3,129,257.24,39.3,30.99,5,3933.1,3.69
2019-11-01,276.69,71,"6,179.00",905,78.7,65,"384,400",830.7,"585,352",5.6,235.1,129,257.8,39,31.14,4.8,3949.5,3.7
2019-12-01,278.98,76,"6,199.00","1,007.00",87.6,64.2,"377,700",828.2,"591,208",5.6,235.5,129,258.62,38.9,31.19,4.8,4021.2,3.72
2020-01-01,280.82,75,"6,214.00",968,62.5,71.6,"384,000",828.4,"605,832",5.5,235.7,130,259.04,39,31.23,4.8,3978.6,3.62
2020-02-01,282.66,74,"6,217.00","1,038.00",70.8,71.9,"386,200",837.2,"617,004",5.7,238,130,259.25,39,31.4,4.8,3981.4,3.47
2020-03-01,283.2,72,"6,218.00",888,72.3,79.2,"375,400",833.5,"627,211",6.5,241.5,130,258.12,39.1,31.4,3.8,4261,3.45
2020-04-01,283.68,30,"6,234.00",688,69.3,63.9,"360,300",708.4,"607,913",6.7,236.5,130,256.09,37.9,31.34,3.3,4794.5,3.31
2020-05-01,282.9,37,"6,239.00",750,69.5,66.5,"368,700",773.6,"600,302",5.3,237.7,130,255.87,38.8,31.44,3.3,16244.2,3.23
2020-06-01,286,58,"6,247.00",900,81.8,84.8,"382,200",793.6,"603,019",3.9,243.3,130,256.99,39,31.6,3.3,16559.7,3.16
2020-07-01,289.83,72,"6,258.00","1,002.00",79.5,92.5,"379,100",803.1,"624,276",3.5,250.5,131,258.28,39,31.74,3.3,16767.2,3.02
2020-08-01,294.95,78,"6,268.00","1,026.00",78.9,90.2,"386,300",810,"648,039",3.3,265,131,259.41,39,31.83,3.3,16878.5,2.94
2020-09-01,299.66,83,"6,300.00","1,115.00",78.6,95,"405,100",818.9,"667,490",3.4,285.6,130,260.03,38.9,31.81,3.3,17158.6,2.89
2020-10-01,304.25,85,"6,344.00","1,174.00",80.7,95.5,"394,600",827.2,"687,334",3.4,279.2,130,260.29,38.9,31.85,3.3,17357.2,2.83
2020-11-01,307.85,90,"6,392.00","1,166.00",75.6,79.6,"396,100",828,"707,819",4.1,266.4,130,260.81,38.9,32,3.3,17609.1,2.77
2020-12-01,311.76,86,"6,445.00","1,308.00",92,88.6,"401,700",837.6,"728,680",4.1,274.7,130,262.04,39,32.08,3.3,17827,2.68
2021-01-01,315.47,83,"6,459.00","1,117.00",72.2,84.1,"418,600",842.5,"744,622",4,292.4,131,262.65,39.2,32.19,3.3,18098.4,2.74
2021-02-01,318.37,84,"6,493.00","1,053.00",72.5,81.4,"407,500",846.2,"747,851",4.8,300.1,131,263.64,38.2,32.29,3.3,18362.8,2.81
2021-03-01,323.29,82,"6,545.00","1,243.00",83.9,111.3,"414,700",858,"768,074",4.2,311.9,131,264.91,39.4,32.24,3.3,18634.3,3.08
2021-04-01,328.46,83,"6,612.00","1,061.00",78.9,108.4,"434,800",854.3,"780,114",4.7,326.1,133,266.67,39.1,32.55,3.3,18934.1,3.06
2021-05-01,334.17,83,"6,754.00","1,110.00",80.3,99.7,"445,300",855.8,"797,728",5.4,358,134,268.44,38.9,32.71,3.3,19268.1,2.96
2021-06-01,340.16,81,"6,876.00","1,165.00",80.9,105.8,"431,900",857.8,"808,662",5.8,360.6,134,270.56,38.7,32.82,3.3,19359.2,2.98
2021-07-01,345.54,80,"7,006.00","1,124.00",78.5,92.6,"462,100",867.2,"815,483",6,324.31,137,271.76,38.8,32.94,3.3,19534.6,2.87
2021-08-01,349.56,75,"7,201.00","1,095.00",83,94.2,"470,000",873.6,"820,597",6.5,300.88,137,272.87,38.8,33.08,3.3,19734.2,2.84
2021-09-01,353.27,76,"7,214.00","1,094.00",79,88.2,"470,600",879.9,"823,155",6.1,293.03,137,274.03,39.6,33.23,3.3,19865.9,2.9
2021-10-01,357.78,80,"7,244.00","1,079.00",83,86.4,"487,700",882.8,"825,903",6.9,297.67,146,276.52,38.7,33.39,3.3,20035.1,3.07
2021-11-01,362.57,83,"7,255.00","1,220.00",78.2,81.1,"498,800",889.2,"832,997",6.2,301.8,146,278.71,38.9,33.45,3.3,20250.4,3.07
2021-12-01,367.87,84,"7,289.00","1,212.00",99.2,82.1,"491,000",896.4,"852,307",5.6,319.32,146,280.89,39,33.64,3.3,20496,3.1
2022-01-01,373.47,83,"7,359.09","1,157.00",65.6,83.4,"501,200",902.9,"890,763",5.7,349.22,,,38.7,33.89,3.25,20506.3,3.45
2022-02-01,379.68,81,"7,457.68","1,213.00",78.6,87.1,"522,200",910.6,"912,047",6,359.93,,,39.4,33.97,3.25,20533.6,3.76
2022-03-01,384.77,79,"7,565.14","1,191.00",87.9,107.4,"511,800",913.6,"929,023",7,372.86,,,38.7,34.14,3.37,20664.6,4.17
2022-04-01,390.52,77,"7,677.45","1,173.00",81.2,98.2,"562,400",918.3,"940,598",8.4,356.44,,,38.7,34.33,3.5,20651.8,4.98
2022-05-01,395.03,69,"7,785.64","1,073.00",87.1,95.4,"521,500",925.1,"954,475",8.3,358.83,,,38.9,34.53,3.93,20639.1,5.23
2022-06-01,395.66,67,"7,889.98","1,013.00",87.5,91.5,"472,000",921.4,"946,828",9.4,334.28,,,38.7,34.67,4.36,20608.2,5.52
2022-07-01,393.59,55,"7,950.39",900,82.9,75.6,"564,900",924.1,"936,964",10.1,331.67,,,38.7,34.78,4.83,20588.3,5.41
2022-08-01,391.71,49,"7,952.50",923,90,81,"530,800",924.5,"905,056",8.5,329.17,,,38.7,34.91,5.5,20478.5,5.22
2022-09-01,392.73,46,"7,958.27",893,88.5,70.8,"530,100",924.6,"889,018",10.1,322.85,,,38.7,35.05,5.74,20279.4,6.11
2022-10-01,393,38,"7,965.04",859,84.7,65.9,"543,300",929.5,"874,105",9.5,317.62,,,38.9,35.25,6.25,20098.8,6.9
2022-11-01,392.76,33,"7,966.90",807,91.3,55.6,"527,400",929,"869,322",9.4,312.86,,,38.5,35.43,6.93,19968.5,6.81
2022-12-01,392.39,31,"7,971.96",881,96.8,50.2,"567,200",934.3,"868,435",8.7,308.14,,,38.6,35.6,7.26,19830.8,6.36
2023-01-01,393.17,35,"7,976.68",823,71,53.1,"479,800",935.8,"866,756",8.3,306.58,,,39.2,35.69,7.5,19571.3,6.27
